name,mainLink,categories,tags,location_address,contact_phone,description,demoLink,logo,pricingModel,lowestPrice,images,coupon_code,coupon_offer,contact_name,contact_email,video,location_latitude,location_longitude,socialMedia_x,socialMedia_facebook,socialMedia_instagram,socialMedia_linkedin,socialMedia_youtube,socialMedia_github
Jamsil OBGYN,https://www.jamsilobgyn.com/,"Abortion Clinics, HPV Test & HPV Vaccine, HPV Treatment, IUD Insertion, IUD Insertion Clinics Specialists, IV Vitamin Drip & Hydration Therapy Clinics, Labiaplasty, Laser Vaginal Tightening, Menopausal Symptom, Menopause Care & Treatment, MonaLisa Touch Vaginal Laser Specialists, Morning After Pill, STD Testing, Urinary Tract Infection UTI, Vaginal Pain and Dryness, Vaginoplasty",N/A,"114 Olympic-ro, Songpa-gu, Seoul, Jamsilsaenae Station Exit 4",02-417-4004,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/jamsil-obgyn.html,,,,,,,,,,,,,,,,,
Jewelry Plastic Surgery,https://www.jewelryps.kr/eng,"Alar Base Reduction, Body Contouring, Botox, Breast Augmentation, Chin Implants Surgery, Double Eyelid Surgery, Eyebag Removal, FTM Top Surgery, Facelift, Facial Contouring Surgery, Fat Reduction, Fat Transfer, Fox Eye Surgery, Liposuction, Orthognathic Jaw Surgery, Plastic Surgery, Ptosis Surgery, V Line Surgery & Jaw Reduction",N/A,"120 Dosandaero, Gangnam-gu, 4F-10F,14F, Nonhyeon, Gangnam, Seoul",02 541 2733 / 010 2035 0801,"Jewelry Plastic Surgery serves Seoul & nearby areas. We specialize in plastic surgery for body, breast and nose.",https://expathealthseoul.com/listing/jewelry-plastic-surgery.html,,,,,,,,,,,,,,,,,
The Joeun Hospital,https://www.joeun4u.com/,"Back Pain, Joint Specialists, Spine Specialists",N/A,"18 위례서일로, 수정구, Seongnam-si, South Korea",Visit Website,A team of English-speaking specialists.,https://koreahealthpages.com/korea/the-joeun-hospital.html,,,,,,,,,,,,,,,,,
Jubilee Church Counseling Service,https://www.jubileeseoul.com/counseling/,"Psychologists, Counselors & Therapists",N/A,"14, Toegye-ro 18-gil, Jung-gu, Seoul, 2, 3F, Myeongdong, Junggu, Seoul",02.569.2293,"Professional individual counseling, premarital counseling, group counseling.",https://expathealthseoul.com/listing/jubilee-church-counseling-service.html,,,,,,,,,,,,,,,,,
Kangdong Sacred Heart Hospital,https://www.kdh.or.kr:446/index.asp#imglanguage,Hospitals,N/A,"150, Seongan-ro, Gangdong-gu, Gangdong-gu, Seoul, South Korea",02 2225 2700,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/kangdong-sacred-heart-hospital.html,,,,,,,,,,,,,,,,,
Keye Eye Clinic,https://www.keye.co.kr/eng/,LASIK LASEK Laser Eye Surgery,N/A,"I Tower, 326, Teheran-ro, 12F, Yeoksam, Gangnam, Seoul",02 6207 1236,"Keye Eye Clinic in Seoul provides eye exams, dry eyes, ocular infections, glaucoma treatment, and LASIK, as well as surgical treatment for cataracts.",https://expathealthseoul.com/listing/keye-eye-clinic.html,,,,,,,,,,,,,,,,,
Kyung Hee University Medical Center,https://www.khmc.or.kr/en/main.do,"3rd Tier Hospitals with Professional Clinics, Cancer Centers & Cancer Hospitals, Emergency Rooms, Menopause Care & Treatment, Migraine Clinics",N/A,"23, Kyung Hee Dae-ro, Dongdaemun-gu, Seoul , Dongdaemun, Seoul",-10522,General hospital and emergency room. International health center. English language available.,https://expathealthseoul.com/listing/kyung-hee-university-medical-center.html,,,,,,,,,,,,,,,,,
Kyung Hee University Medical Center Gangdong,https://www.khnmc.or.kr/en/main.do,"3rd Tier Hospitals with Professional Clinics, Emergency Rooms, PCOS Specialists, Pap Smear Test, Thyroid Test, Uterine Fibroid Specialists & HIFU Centers",N/A,"149, Sangil-dong, Gangdong-gu, Seoul , Gangdong, Seoul",02 440 7000,"Medical services for patients all over the world. 149, Sangil-dong, Gangdong-gu, Seoul",https://expathealthseoul.com/listing/kyung-hee-university-medical-center-gangdong.html,,,,,,,,,,,,,,,,,
Kim's Eye Hospital,https://www.kimeye.com/ENG/,"Eye Doctors, Ophthalmologists & Optometrists",N/A,"136, Yeongshin-ro, Yeongdeungpo-gu, Seoul, South Korea",02 1577 2639,"One of the best and well renowned eye hospitals in Korea. We have provided more than 1,200,000 patients from throughout greater Seoul since 1962.",https://koreahealthpages.com/korea/kims-eye-hospital.html,,,,,,,,,,,,,,,,,
Korea Face Lift,https://www.koreafacelift.com/,"Acne Scar Removal, Acne Scar Treatments, Acne Treatment, Anti-aging Clinics, Botox Cosmetic Injections, CO2 Laser Resurfacing, COG Thread Lift, Chemical Peel Treatment, Collagen booster, Cosmetic Skin Clinics, Derma Filler, Dermatology Clinics, Double Tite, Eczema, Facelift, Filler Dissolving Treatment, Fraxel Laser Treatment, Hydrafacial Treatments, IPL Treatment, Inmode, Keloid Removal Treatment, Laser Lifting, Laser Skin Resurfacing, Laser Toning, Marajet, Microneedling, Mini Facelift, Mint Thread Lift, Mole Mapping & Skin Cancer Screening Clinics, Mole Removal, Non Surgical Facelift, Olidia, Oligio, Onda lifting, Opus, Pigmentation Removal, Potenza Laser, Rejuran, Retizen, Revinas, SMAS Facelift, Scar Removal Treatments, Shurink, Skin Lightening Treatment, Skin Rejuvenation, Skin Tightening, Skin booster, SkinVive, Stretch Marks Removal, Sylfirm X, Tattoo Removal, Thermage, Thermage Treatment, Thread Lift Treatment, Ulthera, Ultherapy & Thermage, V-olet, Volumer, Wrinkle Treatments",N/A,N/A,Visit Website,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/korea-face-lift.html,,,,,,,,,,,,,,,,,
Truman Gynecomastia Center - English-speaking & Walk-ins,https://www.koreagynecomastia.com/,Gynecomastia,"Badge, ENGLISH SPEAKING, WALK-IN CLINIC, WHATS APP","3 Seocho-daero, Seocho-gu, Seoul, Republic of Korea, 47F, Seocho-gu, Seoul, South Korea",010-4918-4228 (English),N/A,https://koreahealthpages.com/korea/truman-gynecomastia-center--english-speaking-walk-ins.html,,,,,,,,,,,,,,,,,
Woomchan Hair Transplant- English-speaking & Walk-ins Welcome! Get a FREE Quote : [email protected],https://www.koreahairtransplant.com/,"Affordable Hair Transplant, African American Hair Transplant, Afro Hair Transplant, Beard Hair Transplant, Best Hair Transplant Clinics, Celebrity Hair Transplant, Eyebrow Hair Transplant, FUE & FUT, FUE Hair Transplant, Female Hair Restoration, Forehead Reduction, Hair Loss Solutions for Her, Hair Replacement for Women, Hair Tattoo & SMP Scalp Micropigmentation, Hair Transplant, Hair Transplant Gangnam-gu, Hairline Lowering, Korea Hair Transplant, Scalp Treatment, Seoul Hair Transplant","Badge, ENGLISH SPEAKING, KAKAO BOOKING, U.S TRAINED, WHATS APP","841 Nonhyeon-ro, Gangnam-gu, Seoul, Apgujeong Station Exit 4, Gangnam, Seoul, South Korea",010 8213 5827,"Hair transplant, hair line correction, eyebrow transplant. Woomchan Hair Transplant Clinic provides the highest standard of care in hair transplantation with the latest hair loss treatment technologies.",https://koreahealthpages.com/korea/woomchan-hair-transplant.html,,,,,,,,,,,,,,,,,
ExpatHealthPages-Dentists,https://www.koreahealthpages.com/korea/dentists-seoul,Dental Clinics,N/A,N/A,Visit Website,Dental clinics in Seoul.,https://expathealthseoul.com/listing/expathealthpages-dentists.html,,,,,,,,,,,,,,,,,
B&VIIT Eye Center - FREE English Service Call us Today! 010 6300 6727,https://www.korealasikclinic.com/,"Cataract Surgery, Dry Eye Syndrom, Dry Eye Treatment, Dry Eye Treatment Specialists, Eye Doctors & Optometrists, ICL surgery, LASEK, LASIK, LASIK Clinics, LASIK Eye Clinics, Lasik & Laser Eye Surgery Centers, Ophthalomoscopy, SMILE Eye Surgery, SMILE LASIK, Smile Laser Surgery, Smile Refractive Surgery","Badge, ENGLISH SPEAKING, KAKAO BOOKING, U.S TRAINED, WHATS APP","1317-23 Seocho-dong, GT Tower, Seocho-gu, Seoul, South Korea",010 6300 6727(English speaking),"Over 500,000 eyesight procedures performed.",https://koreahealthpages.com/korea/bviit-eye-center--free-english-consultation-call-us-today-010-6300-6727.html,,,,,,,,,,,,,,,,,
Yonsei La Mejor Orthopedics,https://www.korealocalpages.com/yonsei-greaten.html,"Back Pain, Bone Marrow Stem Cell Therapy, ESWT Extracorporeal Shockwave Therapy, Frozen Shoulder, Herniated Disc Treatment, Joint Specialists, Neck Pain Treatment, Orthopedic Clinics & Hospitals, Orthopedics, Physical Medicine & Rehabilitation Doctors, Physiotherapists, Regenerative Medicine, Shingles, Spine Specialists, Stem Cell Therapy, Tennis Elbow","Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC, WHATS APP","652 Gangnamdaero, Gangnam-gu, 3rd Fl, Sinsa Square, Gangnam, Seoul, South Korea",02 540 1211,"We offer a complete range of services to our patients and are dedicated to the prevention, diagnosis, and treatment of all types of injuries. We diagnose and treat pain in the lower back, knee, shoulder, hip, and other joints. Walk-In Today! 652 Gangnamdaero, Gangnam-gu, Seoul, Korea.\nhttps://www.korealocalpages.com/yonsei-greaten.html",https://koreahealthpages.com/korea/yonsei-greaten-orthopedics.html,,,,,,,,,,,,,,,,,
Proud Penis Enlargement Center - Call Now!,https://www.koreapenisenlargement.com/,"Penis Enlargement, Penis Enlargement Specialists, Urologists","Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC","509 Gangnam-daero, Seocho-gu, Seoul, Seocho-gu, Seoul, South Korea",010-9725-4513 (English),N/A,https://koreahealthpages.com/korea/proud-penis-enlargement-center--call-now.html,,,,,,,,,,,,,,,,,
Korea Plastic Surgery Directory,https://www.koreaplasticsurgery.directory/,"360 Liposuction, Abdominal Liposuction, Affordable Breast Surgery, Affordable Rhinoplasty, Almond Eye Surgery, Arm Lift, Arm Liposuction Korea, Belly Button Reshaping, Best Breast Augmentation Surgeon, Blepharoplasty, Body Contouring, Botox Cosmetic Injections, Brazilian Butt Lift, Breast Augmentation, Breast Enhancement, Breast Implant Removal, Breast Implant Replacement, Breast Implant Revision, Breast Implant Surgery, Breast Lift, Breast Lift Mastopexy, Breast Reconstruction, Breast Reduction, Breast Removal Korea, Breast Revision, Breast Surgery Consultation, Brow Lift, Buccal Fat Removal, Cat Eye Surgery, Chemical Peel Treatment, Chin & Neck Liposuction, Chin Augmentation, Chin Implant Surgery, Chin Lift, Chin Liposuction Korea, Chin Surgery, Collagen booster, CoolSculpting, Cosmetic Nose Surgery, Cost of Breast Implant, Crooked Nose, Dimple Creation Surgery, Double Chin Treatment, Double Eyelid Surgery, Double Jaw Surgery Korea, Facelift, Facial Acupuncture, Facial Contouring, Facial Fat Grafting, Facial Fat Implants, Facial Feminization Surgery, Facial Implants, Facial Liposuction, Fat Transfer, Fox Eye surgery, Full Liposuction, Gynecomastia, Jaw Reduction, Jaw Surgery, KPOP Plastic surgery, Keloid Removal Treatment, Korean Plastic Surgeons, Korean Plastic Surgery, Korean Rhinoplasty, Lip Augmentation & Lip Injections, Liposuction for Men, Lipotropic Injections, Love Handles, Lower Blepharoplasty, Male Chest Liposuction, Mentor Breast Implants, Motiva Breast Implants, Neck Liposuction, Nipple Inversion, Non-surgical Rhinoplasty, Nose Job, Nose Reshaping, Nose Surgery, Plastic Surgery, Plastic Surgery Clinics Korea, Re-Liposuction, Revision Double Eyelid Surgery, Revision Rhinoplasty, Rhinoplasty, Rhinoplasty Cost, Rhinoplasty Procedure, Rhinoplasty Surgeon, Rhinoplasty before and after, Rhinoplasty for Men, Tummy Tuck, Upper Blepharoplasty, V-Line Surgery & Jaw Reduction, Weight Loss Surgery, Wide Nose, Wrinkle Treatments",N/A,N/A,Visit Website,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/korea-plastic-surgery-directory.html,,,,,,,,,,,,,,,,,
YONSEI BY JEUNEX CLINIC,https://www.koreatownthreadlifting.com/,"Acne Treatment, Allergy Testing, Anti-aging Clinics, Botox Cosmetic Injections, CO2 Laser Resurfacing, COG Thread Lift, Cellulite Removal Treatment, Chemical Peel Treatment, Collagen booster, Cosmetic Skin Clinics, Derma Filler, Dermatology Clinics, Dissolving Filler, Eczema, Facial Contouring, Filler Dissolving Treatment, Fraxel Laser Treatment, Glutathione Injections, Hydrafacial Treatments, Hymenoplasty - Hymen Reconstruction, Hyperhidrosis & Osmidrosis Treatment, IPL Treatment, IV Vitamin Drip & Hydration Therapy Clinics, Inmode, Keloid Removal Treatment, Laser Lifting, Laser Skin Resurfacing, Laser Toning, Lip Augmentation & Lip Injections, Microdermabrasion, Microneedling, Mint Thread Lift, Mole Mapping & Skin Cancer Screening Clinics, Mole Removal, Oligio, Onda lifting, PDO Thread Lift, Piercing Hole Removal, Pigmentation Removal, Psoriasis, Rosacea, SMAS Facelift, Scar Removal Treatments, Shurink, Skin Cancer Check, Skin Lightening Treatment, Skin Rejuvenation, Skin Tightening, Skin booster, Stretch Marks Removal, Tattoo Removal, Thermage Treatment, Thread Lift Treatment, Titanium Lifting, Ultherapy & Thermage","ABO, Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC","505 S Virgil Ave #106 LOS ANGELES , CA 90006",213-674-7287,"Cost of Kojic Acid Therapy in Korea: Price Guide & Best Clinics in Seoul How Much Does Kojic Acid Therapy Cost in Korea? Kojic acid therapy is a widely sought-after skin-brightening treatment that helps reduce hyperpigmentation, melasma, dark spots, and uneven skin tone. Derived from natural sources like fer...",https://koreahealthpages.com/korea/yonsei-by-jeunex-clinic.html,,,,,,,,,,,,,,,,,
Korea Youth Counseling & Welfare Institute - Busan,https://www.kyci.or.kr/userSite/sub02_10_international.asp,Counselors & Therapists,N/A,"Busan, Busan, South Korea",051 662 3136,"This service provides counseling and psychological test for foreigners in Korea, multicultural family, adolescent foreign speaker and their parents. Lee, Donghoon",https://koreahealthpages.com/korea/korea-youth-counseling-welfare-institute--busan.html,,,,,,,,,,,,,,,,,
Gangnam Smile Eye Clinic - English-speaking & Walk-ins Welcome!,https://www.lasikinkorea.com/,"Astigmatism Treatment, Blade-Free LASIK, Cataract Implant Surgery, Cataract Surgery, Cataract Surgery & Glaucoma Treatment, Cataract Surgery second eye with IQ Lens, Corneal Transplantation - Eye Transplant, Cosmetic Eye Surgery, Cosmetic Iris Implant, DSEK - Descemets Stripping, Deep Anterior Lamellar Keratoplasty, Diabetic Retinopathy Treatment, Dry Eye Syndrom, Dry Eye Treatment, Dry Eye Treatment Specialists, Epi-LASIK, Eye Color Change Surgery, Eye Doctors & Optometrists, Eye Exam, Femtolasik, Glaucoma Treatment, ICL Specialists, ICL Surgery Clinics, ICL surgery, LASEK, LASIK, LASIK Clinics, LASIK Eye Clinics, LASIK LASEK Laser Eye Surgery, Laser correction of eyesight, Lasik & Laser Eye Surgery Centers, Ophthalomoscopy, RETINAL SURGERY, ReLEx SMILE Laser Photocoagulation, SMILE Eye Surgery, SMILE LASIK, Seoul LASIK Eye Surgery Clinics, Small Incision Cataract Surgery, Smile Laser Surgery, Smile Refractive Surgery, Visian ICL Specialists","Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC","405 Gangnam-daero, Seocho-gu, Seoul, Tongyoung Building, 4th/6th Floor, Gangnam Station Exit 10, Gangnam, Seoul, South Korea",010-5833-8285,"Gangnam Smile Eye Clinic provides comprehensive eye care services from general ophthalmology treatment to specialized laser vision correction surgeries. Our team and staffs have many decades of combined experience in a variety of disciplines for cataract/glaucoma treatment, presbyopia, dry eye care, LASIK LASEK and New SMILE LASIK surgery. Find a convenient, affordable and effective quality eye care clinic at a reasonable price.",https://koreahealthpages.com/korea/gangnam-smile-eye-clinic.html,,,,,,,,,,,,,,,,,
Olim Eye Clinic,https://www.lasikkorea.com/,"Cataract Implant Surgery, Cataract Surgery, Cataract Surgery & Glaucoma Treatment, Dry Eye Syndrom, Dry Eye Treatment, Dry Eye Treatment Specialists, Eye Doctors & Optometrists, Eye Exam, ICL Specialists, ICL Surgery Clinics, ICL surgery, LASEK, LASIK, LASIK Clinics, LASIK Eye Clinics, LASIK LASEK Laser Eye Surgery, Laser correction of eyesight, Lasik & Laser Eye Surgery Centers, SMILE Eye Surgery, SMILE LASIK, Seoul LASIK Eye Surgery Clinics, Smile Laser Surgery, Smile Refractive Surgery",N/A,N/A,Visit Website,"Cost of Corage Lifting in Korea: Price Guide & Best Clinics in Seoul How Much Does Corage Lifting Cost in Korea? Corage lifting, an innovative non-surgical facial rejuvenation procedure utilizing advanced collagen-stimulating technology, is increasingly popular in Korea. Renowned for achieving noticeable ski...",https://koreahealthpages.com/korea/olim-eye-clinic.html,,,,,,,,,,,,,,,,,
"GS Eye Center - SMILE Lasik, SMILE Pro",https://www.lasiksurgerykorea.com/,"Cataract Implant Surgery, Cataract Surgery, Cataract Surgery & Glaucoma Treatment, Cataract Surgery second eye with IQ Lens, Dry Eye Syndrom, Dry Eye Treatment, Dry Eye Treatment Specialists, Epi-LASIK, Eye Doctors & Optometrists, Eye Exam, Femtolasik, Glaucoma Treatment, ICL Specialists, ICL Surgery Clinics, ICL surgery, LASEK, LASIK, LASIK Clinics, LASIK Eye Clinics, LASIK LASEK Laser Eye Surgery, Laser Iridotomy, Laser correction of eyesight, Lasik & Laser Eye Surgery Centers, ReLEx SMILE Laser Photocoagulation, SMILE Eye Surgery, SMILE LASIK, SMILE Pro, Seoul LASIK Eye Surgery Clinics, Small Incision Cataract Surgery, Smile Laser Surgery, Smile Refractive Surgery, Visian ICL Specialists","ABO, Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC, WHATS APP","8F, 15F, 16F, Mijin Plaza, 390, Gangnam-daero, Gangnam-gu, Seoul, Korea, Gangnam Station Exit 1, Gangnam Station, Seoul, South Korea",#ERROR!,"At GS Eye Center in Gangnam, we are dedicated to delivering top-quality eye care with personalized attention for every patient. Our team of expert surgeons is committed to helping you achieve clear vision without glasses or contacts. Among our advanced vision correction procedures, LASIK laser eye surgery is one of the most popular choices, offering exceptional visual improvement with a fast, painless process. Experience the freedom of crystal-clear vision with our state-of-the-art LASIK treatment.",https://koreahealthpages.com/korea/gs-eye-center.html,,,,,,,,,,,,,,,,,
